,furnitured,residential site,heating_system,number_floors,Title,number_rooms,net_area,price,ad_date,district,number_bathroom,county,id,Deposit,building_age,floor_wthn_bldng,total_area
2651,-,Hayır,-,3,Burak emlak tan kiralık eşyalı daire,-,150m,1000.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,6359394,1000 TRY,-,-,150m
2652,-,Hayır,Sobalı,3,Huzur emlaktan çayyazı da genıs ferah 3+1 kiralık daire,3+1,150m,500.0,2019-02-02 00:00:00,Çayyazı Mahallesi',1,Manavgat,6020565,-,11-20,2. Kat,150m
2653,-,Hayır,Sobalı,3,Huzur emlaktan cayyazıda genıs ferah 3+1 kiralık daire,3+1,160m,500.0,2019-02-02 00:00:00,Çayyazı Mahallesi',1,Manavgat,5986421,-,11-20,3. Kat,160m
2654,-,Hayır,-,7,145 m2 full eşyalı bir daireyi kiralamak ister misiniz,-,145m,2186.0,2019-02-02 00:00:00,Mahmutlar Mahallesi',-,Alanya,6385174,350 TRY,-,-,145m
2655,-,Hayır,-,4,Burak emlaktan kiralık daire 1+1 eşyalı,-,75m,750.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,6387942,-,-,-,75m
2656,-,Hayır,Klimalı,3,Huzur emlaktan sidede 1+1 havuzlu kiralık daire,1+1,80m,850.0,2019-02-02 00:00:00,Side Mahallesi',1,Manavgat,6242327,-,5-10,2. Kat,82m
2657,-,Hayır,-,4,Burak emlaktan kiralık daire 1+1,-,75m,500.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,6401841,-,-,-,75m
2658,-,Hayır,-,3,Burak emlaktan kiralık eşyali daire,-,85m,1500.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,6404889,-,-,-,85m
2659,-,Hayır,Sobalı,3,Huzur emlaktan sidede 5-7-10 kisinin kalabileceği kiralık,1+1,70m,1300.0,2019-02-02 00:00:00,Side Mahallesi',1,Manavgat,6535480,-,20 ve üzeri,3. Kat,70m
2660,-,Hayır,Isıtma yok,3,Huzur emlaktan 10 kişilik kiralik esyali lojman,1+1,90m,1300.0,2019-02-02 00:00:00,Side Mahallesi',1,Manavgat,6472593,-,11-20,3. Kat,90m
2661,Evet,,Klima,,AKDENİZ ÜNİVERSİTESİNE YAKIN KÜLTÜR 1+1 EŞYALI ,1 + 1,45 m²,700.0,2019-02-02 00:00:00,Kültür,1.0,Kepez,103602136,,3.0,Ara Kat,50 m²
2662,-,Hayır,Klimalı,8,Konyaaltı arapsuyu mah de 3+1 lüx rezidanz deniz görür daire,3+1,145m,5500.0,2019-02-02 00:00:00,Kuşkavağı Mahallesi',2,Konyaaltı,6172354,5500 TRY,4,2. Kat,160m
2663,Hayır,,Klima,4.0,ANTALYA KEPEZ SÜTÇÜLER'DE 3+1 150 M2 KİRALIK DAİRE,3 + 1,145 m²,850.0,2019-02-02 00:00:00,Sütçüler,1.0,Kepez,92837795,850 TL,1.0,1,160 m²
2664,-,Hayır,Klimalı,4,Manavgat devlet hastanesi karşısında 1+1 asansörlü sıfır daire,1+1,65m,850.0,2019-02-02 00:00:00,Milli Egemenlik Mahallesi',1,Manavgat,6970043,-,0 (Yeni),2. Kat,80m
2665,-,Evet,Klimalı,7,Antalya lüks sitede full eşyalı kiralık daire güney cephe,1+1,55m,1100.0,2019-02-02 00:00:00,Altınova Orta Mahallesi',1,Kepez,6825248,1100 TRY,2,5. Kat,60m
2666,-,Evet,Klimalı,7,Antalya merkez lüks sitede full eşyalı daire havuz manzaralı,1+1,55m,1200.0,2019-02-02 00:00:00,Altınova Orta Mahallesi',1,Kepez,6825247,1200 TRY,2,3. Kat,60m
2667,-,Hayır,Klimalı,5,Mahmutlar  merkezde  kullanışlı  uygun  ayrı  mutfak  2+1    dair,2+1,110m,750.0,2019-02-02 00:00:00,Mahmutlar Mahallesi',2,Alanya,6952448,-,5-10,2. Kat,115m
2668,-,Hayır,Klimalı,2,Kanal mahallesinde kiralık 3+1 daire,3+1,130m,850.0,2019-02-02 00:00:00,Kanal Mahallesi',1,Kepez,6902986,-,5-10,1. Kat,140m
2669,-,Hayır,Klimalı,2,Kanal mahallesinde kiralık 2+1daire,2+1,90m,825.0,2019-02-02 00:00:00,Kanal Mahallesi',1,Kepez,6902885,-,4,1. Kat,100m
2670,-,Hayır,Klimalı,3,Prestij emlaktan antalya kültür de 1+1 eşyalı kiralık daire,1+1,40m,900.0,2019-02-02 00:00:00,Kültür Mahallesi',1,Kepez,6853759,-,3,1. Kat,45m
2671,-,Hayır,Klimalı,2,Erenköy de kiralık 2+1daire,2+1,80m,700.0,2019-02-02 00:00:00,Erenköy Mahallesi',2,Kepez,6903019,-,0 (Yeni),2. Kat,90m
2672,-,Hayır,Klimalı,3,öğrenciye kiralık eşyalı daireler bulunur sıfır esyalı,2+1,100m,900.0,2019-02-02 00:00:00,Emek Mahallesi',1,Manavgat,6597867,900 TRY,1,Kot 1,100m
2673,-,Hayır,Klimalı,7,Antalya lüks sıtede full esyalı kıralık daire,1+1,55m,1100.0,2019-02-02 00:00:00,Altınova Orta Mahallesi',1,Kepez,6650521,1100 TRY,1,5. Kat,55m
2674,Eşyalı,Hayır,Klimalı,5,Büyük otel sokağında 1+1 eşyalı arakat güney cephe 1000 tl,1+1,65m,1000.0,2019-02-02 00:00:00,Güller Pınarı Mahallesi',1,Alanya,6895866,-,11-20,3. Kat,70m
2675,-,Hayır,-,3,Burak emlaktan kiralık daire,-,125m,650.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,6823065,-,-,-,125m
2676,-,Hayır,Klimalı,3,Manavgat örnek mahallesinde geniş 3+1daire,3+1,130m,1000.0,2019-02-02 00:00:00,Örnek Mahallesi',1,Manavgat,6943125,1000 TRY,11-20,1. Kat,145m
2677,-,Hayır,Klimalı,5,Full deniz manzaralı 170 m2 geniş  3+1 ayrı mutfak kiralık daire,3+1,170m,1750.0,2019-02-02 00:00:00,Kargıcak Mahallesi',2,Alanya,6832625,-,0 (Yeni),3. Kat,180m
2678,-,Hayır,Klimalı,2,Sidede full mobilyalı kiralık aylığı sadece 1000tl 1+1apart,1+1,55m,1000.0,2019-02-02 00:00:00,Side Mahallesi',1,Manavgat,4189752,-,5-10,Kot 2,55m
2679,-,Hayır,Klimalı,3,Antalya manavgat sidede eşyalı kiralık dublex,2+1,70m,1250.0,2019-02-02 00:00:00,Side Mahallesi',2,Manavgat,6838591,-,5-10,3. Kat,80m
2680,-,Hayır,Kombi Doğalgaz,8,Uncalıda havuzlu site içi d kombili  3+1ayrı mutfaklı daire,3+1,145m,2000.0,2019-02-02 00:00:00,Uncalı Mahallesi',1,Konyaaltı,6941572,2000 TRY,5-10,7. Kat,160m
2681,-,Hayır,-,3,Burak emlaktan kiralık daire,-,75m,600.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,6838465,-,-,-,75m
2682,-,Hayır,Klimalı,10,Konyaaltı liman mahde kiralık denize yakın 3+1 daire,3+1,150m,1200.0,2019-02-02 00:00:00,Liman Mahallesi',2,Konyaaltı,6840434,-,20 ve üzeri,4. Kat,170m
2683,-,Hayır,Klimalı,4,Pınarbaşında açık mutfaklı 3+1sıfır ters dublex,3+1,100m,1250.0,2019-02-02 00:00:00,Pınarbaşı Mahallesi',2,Konyaaltı,6918103,1250 TRY,0 (Yeni),Yüksek giriş,120m
2684,-,Hayır,-,3,Manavgat sidede site içerisinde kiralık eşyalı daire,-,100m,2000.0,2019-02-02 00:00:00,Sorgun Mahallesi',-,Manavgat,6839116,-,-,-,120m
2685,-,Hayır,Sobalı,2,Kepez esentepe de kiralık 2+1 daire,2+1,80m,700.0,2019-02-02 00:00:00,Esentepe Mahallesi',1,Kepez,6862186,-,0 (Yeni),1. Kat,90m
2686,-,Hayır,Klimalı,4,Konyaaltı liman da kiralık site içinde havuzlu eşyalı lüx dair,4+1,140m,2500.0,2019-02-02 00:00:00,Liman Mahallesi',Yok,Konyaaltı,6846035,-,5-10,4. Kat,150m
2687,-,Evet,-,3,Antalya muratpaşa güzelobada sitede 3+1 çatı dublex,-,140m,1000.0,2019-02-02 00:00:00,Güzeloba Mahallesi',-,Muratpaşa,6855777,1000 TRY,-,-,160m
2688,-,Hayır,Klimalı,2,Kiralık daire 2+1 karşıyaka mahallesi antalya,2+1,85m,750.0,2019-02-02 00:00:00,Karşıyaka Mahallesi',1,Kepez,6342206,750 TRY,5-10,1. Kat,95m
2689,-,Hayır,Klimalı,4,Konyaaltı toros mah il sağlık müdürlüğü arka tarafı 80m2 1+1,1+1,80m,950.0,2019-02-02 00:00:00,Toros Mahallesi',1,Konyaaltı,6902862,950 TRY,11-20,Yüksek giriş,85m
2690,-,Hayır,Klimalı,5,Kepez varsak  fevzi çakmak mahallesi 140m2 3+1 site içi kiralık,3+1,130m,750.0,2019-02-02 00:00:00,Fevzi Çakmak Mahallesi',1,Kepez,6903125,750 TRY,5-10,1. Kat,140m
2691,-,Hayır,Klimalı,2,Mstakil bahceli triplex daire,4+1,180m,1300.0,2019-02-02 00:00:00,Kemerağzı Mahallesi',2,Aksu,6919433,1300 TRY,11-20,Bahçe dublex,200m
2692,-,Hayır,Klimalı,5,Deniz manzaralı site içi obagöl eşyalı kiralık dubleks 2+2,2+2,210m,3250.0,2019-02-02 00:00:00,Oba Mahallesi',2,Alanya,6744275,-,5-10,4. Kat,210m
2693,-,Hayır,-,3,Burak emlaktan kiralık eşyali daire,-,75m,600.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,6752690,-,-,-,75m
2694,-,Hayır,Klimalı,4,Torosta merkezde üniversteye yakın denize yakın 1+1 kiralık dair,1+1,80m,1000.0,2019-02-02 00:00:00,Toros Mahallesi',Yok,Konyaaltı,6750683,1000 TRY,5-10,Yüksek giriş,80m
2695,-,Hayır,-,5,Rihanoğlu emlaktan kızılarık mah satılık daire 255 000,-,115m,255000.0,2019-02-02 00:00:00,Kızılarık Mahallesi',-,Muratpaşa,6755025,-,-,-,120m
2696,-,Hayır,-,3,Burak emlaktan kiralık eşyali daire,-,75m,800.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,6769006,-,-,-,80m
2697,-,Hayır,Klimalı,5,Alanya merkez de kiralık 1+1 full eşyalı denize 50 mt mesafe,1+1,70m,1000.0,2019-02-02 00:00:00,Güller Pınarı Mahallesi',1,Alanya,6592329,-,20 ve üzeri,2. Kat,70m
2698,-,Hayır,Klimalı,4,Muratpaşa bayındır mah  1+1 80 m2 çatı dubleks,1+1,75m,950.0,2019-02-02 00:00:00,Bayındır Mahallesi',1,Muratpaşa,6911348,950 TRY,0 (Yeni),Çatı Dubleks,80m
2699,-,Hayır,Klimalı,4,Konyaaltı  arapsuyu mah  de  3+1 ara katta daire,3+1,140m,1350.0,2019-02-02 00:00:00,Arapsuyu Mahallesi',1,Konyaaltı,6954008,1350 TRY,5-10,3. Kat,150m
2700,-,Hayır,Klimalı,5,Kestel site içi kiralık 1+1 sıfır daire amerikan mutfak,1+1,70m,1000.0,2019-02-02 00:00:00,Kestel Mahallesi',1,Alanya,6771270,-,0 (Yeni),2. Kat,70m
2701,-,Hayır,Sobalı,4,Manavgat bahçelievler mahallesinde 2+1 kiralık daire,2+1,110m,800.0,2019-02-02 00:00:00,Bahçelievler Mahallesi',1,Manavgat,6954617,-,5-10,4. Kat,118m
2702,-,Hayır,-,3,Güzelobada sıfır 1+1 havuzlu güvenlikli jenaratörlü lüks,-,50m,1000.0,2019-02-02 00:00:00,Güzelbağ Mahallesi',-,Muratpaşa,6316096,2000 TRY,-,-,50m
2703,-,Hayır,Klimalı,5,Sugözünde kiralık 4+1 tertemiz dubleks 1500 tl,4+1,200m,1500.0,2019-02-02 00:00:00,Küçükhasbahçe Mahallesi',2,Alanya,6075157,-,5-10,4. Kat,200m
2704,-,Hayır,Sobalı,3,Celtikci mahallesinde universiteye yakin esyali 1+1 daire,1+1,70m,550.0,2019-02-02 00:00:00,Çeltikçi Mahallesi',1,Manavgat,6954416,-,2,3. Kat,75m
2705,-,Hayır,Klimalı,4,Sidede deniz manzarali tertemiz mustakil 2+1 kiralik daire,2+1,140m,2700.0,2019-02-02 00:00:00,Side Mahallesi',1,Manavgat,6954765,-,5-10,4. Kat,145m
2706,-,Hayır,-,6,Emlak beydağından kiralık daire sedir mhl3+1-130m2,-,120m,900.0,2019-02-02 00:00:00,Sedir Mahallesi',-,Muratpaşa,6852160,900 TRY,-,-,130m
2707,-,Hayır,-,5,Antalya konyaaltı hurma da  esyalı kıralık  1+1 ler   havuzlu,-,63m,1200.0,2019-02-02 00:00:00,Hurma Mahallesi',-,Konyaaltı,6907823,1200 TRY,-,-,65m
2708,-,Hayır,Klimalı,5,Denize yakın 1+1 full eşyalı içi sıfır yapılı sıfır eşyalı 1000tl,1+1,70m,1000.0,2019-02-02 00:00:00,Cumhuriyet Mahallesi',1,Alanya,6791253,-,11-20,Bahçe katı,70m
2709,-,Hayır,-,4,Emlak beydağından kiralık daire yenigün  3+1-140m2,-,140m,1300.0,2019-02-02 00:00:00,Yenigün Mahallesi',-,Muratpaşa,6852108,1300 TRY,-,-,160m
2710,-,Evet,Klimalı,7,Antalya lüks sitede boş kıralık köşe daire havuz manzaralı,1+1,55m,700.0,2019-02-02 00:00:00,Altınova Orta Mahallesi',1,Kepez,6794920,700 TRY,2,5. Kat,60m
2711,-,Hayır,-,4,Emlak beydağından kiralık iş yeri  yıldız mhl,-,80m,750.0,2019-02-02 00:00:00,Yıldız Mahallesi',-,Muratpaşa,6905223,750 TRY,-,-,90m
2712,-,Hayır,Klimalı,4,Pinarbasinda 5m migrosa yakin üniversiteye yakın 2+1 daire,2+1,70m,1100.0,2019-02-02 00:00:00,Toros Mahallesi',2,Konyaaltı,6951656,1100 TRY,0 (Yeni),Bahçe dublex,85m
2713,-,Evet,Klimalı,7,Antalya lüks sitede full eşyalı kiralık daire güney cephe daire,1+1,55m,1200.0,2019-02-02 00:00:00,Altınova Orta Mahallesi',1,Kepez,6797775,1200 TRY,2,4. Kat,60m
2714,-,Evet,Klimalı,7,Antalya lüks sitede full eşyalı kiralık daire havuz manzaralı,1+1,55m,1200.0,2019-02-02 00:00:00,Altınova Orta Mahallesi',1,Kepez,6846182,1200 TRY,2,2. Kat,60m
2715,-,Hayır,-,9,Alanya merkezde cıkcıllıde sıte ıcı 2+1 lüx esyalı ebebeyn banyo,-,100m,2500.0,2019-02-02 00:00:00,Cikcilli Mahallesi',-,Alanya,6851721,-,-,-,110m
2716,-,Hayır,-,4,Antalya konyaaltı liman mobilyalı katta 1+1,-,55m,1500.0,2019-02-02 00:00:00,Liman Mahallesi',-,Konyaaltı,6934232,1500 TRY,-,-,60m
2717,-,Hayır,Klimalı,5,Alanya merkez 3+1 ayrı mutfak sıfır güney cephe 2 banyo wc 140 m2,3+1,140m,2000.0,2019-02-02 00:00:00,Güller Pınarı Mahallesi',2,Alanya,6931201,-,0 (Yeni),4. Kat,145m
2718,-,Hayır,-,3,Burak emlaktan kiralık eşyali daire,-,100m,1000.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,6526703,-,-,-,100m
2719,-,Hayır,-,4,öğretmenevlerinde doğal gaz kaloriferli  bakımlı kiralık 3+1 dair,-,110m,1300.0,2019-02-02 00:00:00,Öğretmenevleri Mahallesi',-,Konyaaltı,6872674,1300 TRY,-,-,120m
2720,-,Hayır,-,3,Alanya avsallar fuğla plajında deniz manzaralı villa,-,160m,3000.0,2019-02-02 00:00:00,Avsallar Mahallesi',-,Alanya,6672294,-,-,-,160m
2721,-,Hayır,Klimalı,3,Antalya manavgat side de kiralık 1+1 apart daire,1+1,65m,900.0,2019-02-02 00:00:00,Side Mahallesi',1,Manavgat,6888822,-,5-10,2. Kat,66m
2722,-,Hayır,Sobalı,31,Sarılar camlıkta eşyalı satılık 3+1 daire,3+1,135m,170000.0,2019-02-02 00:00:00,Sarılar Mahallesi',1,Manavgat,5205015,-,3,1. Kat,135m
2723,-,Hayır,-,3,Burak emlaktan kiralık daire,-,75m,700.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,6619397,-,-,-,75m
2724,-,Hayır,Klimalı,3,Konyaaltı gürsu mah de havuzlu çok lüx sitede 1+1 eşyalı daire,1+1,57m,1500.0,2019-02-02 00:00:00,Gürsu Mahallesi',1,Konyaaltı,6883874,1500 TRY,5-10,Bahçe katı,75m
2725,-,Hayır,Klimalı,5,Konyaaltı uluç mah de site içinde 5+1 dubleks daire,5+1,230m,2750.0,2019-02-02 00:00:00,Uluç Mahallesi',2,Konyaaltı,6883869,2750 TRY,5-10,Çatı Dubleks,250m
2726,-,Hayır,-,3,Burak emlaktan kiralık daire,-,100m,1750.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,6889901,-,-,-,100m
2727,-,Hayır,Klimalı,4,Konyaaltı pınarbaşı mah de 2+1 full mobilyalı deniz görür daire,2+1,125m,1800.0,2019-02-02 00:00:00,Pınarbaşı Mahallesi',1,Konyaaltı,6913276,1800 TRY,5-10,3. Kat,135m
2728,-,Hayır,-,10,Portakalçiçeği cad 150 m2 3+1,-,145m,1500.0,2019-02-02 00:00:00,Yeşilbahçe Mahallesi',-,Muratpaşa,6914943,1500 TRY,-,-,160m
2729,-,Hayır,Klimalı,3,Kiralık daire 3+1 konuksever antalya,3+1,130m,800.0,2019-02-02 00:00:00,Konuksever Mahallesi',1,Muratpaşa,6907510,800 TRY,5-10,2. Kat,145m
2730,-,Hayır,-,3,Burak emlaktan kiralık daire side bölgesinde,-,75m,1000.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,6910122,-,-,-,80m
2731,-,Hayır,-,3,Side bölgesinde kiralık eşyalı daire,-,110m,1000.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,6893507,-,-,-,110m
2732,-,Hayır,-,6,Kepez şafak mahallesi havuzlu sıfır lüks kiralık  daire,-,110m,1000.0,2019-02-02 00:00:00,Şafak Mahallesi',-,Kepez,6600302,-,-,-,115m
2733,-,Evet,Klimalı,7,Lüks sitede full eşyalı güney cephe havuz manzaralı daire,1+1,55m,1100.0,2019-02-02 00:00:00,Altınova Orta Mahallesi',1,Kepez,6901846,1100 TRY,2,3. Kat,60m
2734,-,Hayır,-,7,Antalya muratpaşa yüzüncüyıl caddesi yanı 120m2 asansörlü 750tl,-,110m,750.0,2019-02-02 00:00:00,Altındağ Mahallesi',-,Muratpaşa,6881261,-,-,-,120m
2735,-,Hayır,Klimalı,4,Huzurlu bir ev arayanlar buldunuz,1+1,65m,1000.0,2019-02-02 00:00:00,Side Mahallesi',1,Manavgat,6609415,1000 TRY,5-10,Çatı Katı,65m
2736,-,Hayır,-,5,Alanya da adlıye yakını kıralık 3+1 bos daıre,-,150m,1500.0,2019-02-02 00:00:00,Hacet Mahallesi',-,Alanya,6901113,-,-,-,160m
2737,-,Hayır,-,4,Antalya konyaaltı liman mah dublex 3+1 açık mutfak,-,150m,4200.0,2019-02-02 00:00:00,Hurma Mahallesi',-,Konyaaltı,6898508,4200 TRY,-,-,160m
2738,-,Hayır,Klimalı,4,Pınarbaşında kata sıfır 1+1 2+1  kiralık daireler,1+1,45m,950.0,2019-02-02 00:00:00,Pınarbaşı Mahallesi',1,Konyaaltı,6898455,950 TRY,0 (Yeni),2. Kat,60m
2739,-,Hayır,Klimalı,5,Alanya merkez kiralık 1+1 full eşyalı arakat güney cephe 1000 tl,1+1,65m,1000.0,2019-02-02 00:00:00,Güller Pınarı Mahallesi',1,Alanya,6895879,-,5-10,2. Kat,70m
2740,-,Hayır,-,4,Alanya obagolde kıralık 1+1 esyalı daıre,-,60m,900.0,2019-02-02 00:00:00,Oba Mahallesi',-,Alanya,6891856,-,-,-,70m
2741,-,Hayır,Klimalı,3,Konyaaltı arapsuyu mah de 2+1 full mobilyalı çatı daire,2+1,120m,1500.0,2019-02-02 00:00:00,Arapsuyu Mahallesi',2,Konyaaltı,6920662,1500 TRY,5-10,Çatı Katı,140m
2742,-,Hayır,Klimalı,5,Obagöl site içi deniz manzaralı kiralık eşyalı 2+1 denize 50 mt,2+1,100m,1500.0,2019-02-02 00:00:00,Oba Mahallesi',1,Alanya,6744315,1500 TRY,5-10,3. Kat,100m
2743,-,Hayır,-,4,Rıhanoglundan yuksekalan da kıralık daıre 3+1 1100 tl,-,130m,1100.0,2019-02-02 00:00:00,Yüksekalan Mahallesi',-,Muratpaşa,6879288,1100 TRY,-,-,140m
2744,-,Hayır,-,4,Rıhanoglundan 1+1 kıralık daıre 750tl,-,50m,750.0,2019-02-02 00:00:00,Yüksekalan Mahallesi',-,Muratpaşa,6879272,750 TRY,-,-,55m
2745,-,Hayır,Klimalı,2,Konyaaltı arpsuyu mah de havuzlu asansörlü fu3+1 super dubleks da,3+1,140m,3000.0,2019-02-02 00:00:00,Arapsuyu Mahallesi',2,Konyaaltı,6928226,-,4,2. Kat,150m
2746,-,Hayır,Klimalı,5,Mahmutlar  merkezde  kullanışlı  geniş  2+1  kiralık  daire,1,110m,650.0,2019-02-02 00:00:00,Mahmutlar Mahallesi',1,Alanya,6930235,-,5-10,1. Kat,115m
2747,-,Hayır,Klimalı,12,Alanya da mahmutlar da rezidans da ful eşyalı kiralık 1+1 daire,1+1,60m,1400.0,2019-02-02 00:00:00,Mahmutlar Mahallesi',1,Alanya,6835563,-,3,9. Kat,70m
2748,-,Hayır,-,9,Cıkcıllı alanyum avm yakınısıte ıcı kıralık 1+1 eşyalı daıre,-,60m,1000.0,2019-02-02 00:00:00,Cikcilli Mahallesi',-,Alanya,6851685,-,-,-,70m
2749,-,Hayır,-,5,Alanya eşyalı kiralık 2+1 daire  1000 tl,-,99m,1000.0,2019-02-02 00:00:00,Kadıpaşa Mahallesi',-,Alanya,6851500,1000 TRY,-,-,100m
2750,-,Hayır,-,12,Alanya da rezidans da eşyalı deniz manzaralı 1+1 kiralık daire,-,85m,1500.0,2019-02-02 00:00:00,Mahmutlar Mahallesi',-,Alanya,6382245,-,-,-,85m
2751,-,Hayır,-,4,Alanya hasbahcede adlıye yakını sıte ıcı kıralık 3+1 daıre,-,165m,2000.0,2019-02-02 00:00:00,Büyükhasbahçe Mahallesi',-,Alanya,6925965,-,-,-,175m
2752,-,Hayır,Kombi Doğalgaz,8,Konyaaltı altınkum mah de 3+1 doğalgazlı sitede,3+1,150m,2250.0,2019-02-02 00:00:00,Altınkum Mahallesi',2,Konyaaltı,6854028,2250 TRY,5-10,5. Kat,165m
2753,-,Hayır,-,4,Manavgat kavaklıda kiralık 1+1 daire,-,90m,600.0,2019-02-02 00:00:00,Kavaklı Mahallesi',-,Manavgat,6857498,-,-,-,90m
2754,-,Hayır,-,3,Sidede eşyali havuzlu klimali kiralik daire,-,75m,1000.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,5233692,-,-,-,75m
2755,-,Hayır,Sobalı,2,Akseki de kiralık bahceli dublex daire eşyalı,2+1,125m,450.0,2019-02-02 00:00:00,Cevizli Mahallesi',Yok,Akseki,6513935,-,5-10,Müstakil,150m
2756,-,Hayır,Klimalı,7,Alanya da mahmutlarda eşyalı ayrı mutfak 2+1 kiralık daire,2+1,115m,1000.0,2019-02-02 00:00:00,Mahmutlar Mahallesi',1,Alanya,6859395,-,3,3. Kat,125m
2757,-,Hayır,-,3,Burak emlak tan kiralık daire,-,150m,650.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,6861602,-,-,-,150m
2758,-,Hayır,-,5,Alanya obada denıze sıfır kıralık 2+1 esyalı daıre,-,100m,2400.0,2019-02-02 00:00:00,Oba Mahallesi',-,Alanya,6926066,-,-,-,110m
2759,-,Hayır,-,4,Alanya merkezde yalı taksı yakını kıralık 2+1 esyalı daıre,-,100m,1600.0,2019-02-02 00:00:00,Cumhuriyet Mahallesi',-,Alanya,6926881,-,-,-,110m
2760,-,Evet,Klimalı,7,Antalya merkez lüks sitede full eşyalı havuz manzaralı daire,1+1,55m,1200.0,2019-02-02 00:00:00,Altınova Orta Mahallesi',1,Kepez,6862911,1200 TRY,2,4. Kat,60m
2761,-,Evet,Klimalı,7,Havalimanı yakını full eşyalı lüks kiralık daire,1+1,55m,1100.0,2019-02-02 00:00:00,Altınova Orta Mahallesi',1,Kepez,6862915,1100 TRY,2,5. Kat,60m
2762,-,Evet,Klimalı,7,Antalya lüks sitede full eşyalı güney cephe kiralık daire,1+1,55m,1100.0,2019-02-02 00:00:00,Altınova Orta Mahallesi',1,Kepez,6862910,1100 TRY,2,3. Kat,60m
2763,-,Hayır,-,3,Burak emlak tan kiralık eşyalı daire,-,100m,1000.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,6864223,-,-,-,100m
2764,-,Hayır,Klimalı,2,Konyaaltı arapsuyu mah de 3+1 bahçe dubleks,3+1,140m,1500.0,2019-02-02 00:00:00,Arapsuyu Mahallesi',1,Konyaaltı,6875138,1500 TRY,5-10,Bahçe dublex,150m
2765,-,Hayır,-,5,Alanya oba mahallesınde kıralık 2+1 bos daıre denıze sıfır,-,110m,2000.0,2019-02-02 00:00:00,Cumhuriyet Mahallesi',-,Alanya,6926895,-,-,-,120m
2766,-,Hayır,-,4,Side yali mahallesinde otellere yakin kiralik 1+1 daire,-,70m,700.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,6926820,-,-,-,65m
2767,-,Hayır,Klimalı,5,Adliye civarı kiralık ofis daire 3+1 sıfır site içi deniz kale mn,3+1,170m,2000.0,2019-02-02 00:00:00,Büyükhasbahçe Mahallesi',2,Alanya,6595974,-,0 (Yeni),2. Kat,180m
2768,-,Hayır,Klimalı,4,Sidede çarşıya pazara okula plaja dolmuşa yürüme mesafesinde,2+2,100m,950.0,2019-02-02 00:00:00,Side Mahallesi',2,Manavgat,5855246,950 TRY,11-20,Çatı Katı,100m
2769,-,Hayır,Sobalı,2,Huzur emlaktan sarılar şelale yolunda kiralik daıre,2+1,110m,500.0,2019-02-02 00:00:00,Sarılar Mahallesi',1,Manavgat,6913067,-,11-20,1. Kat,120m
2770,-,Hayır,-,3,Burak emlak tan kiralık daire,-,85m,1500.0,2019-02-02 00:00:00,Side Mahallesi',-,Manavgat,6945443,-,-,-,85m
2771,-,Hayır,Kombi Doğalgaz,11,Konyaaltında 5m migros karşında deniz manzaralı doğalgazlı daire,4+1,185m,2750.0,2019-02-02 00:00:00,Pınarbaşı Mahallesi',2,Konyaaltı,6942844,2750 TRY,5-10,8. Kat,200m
2772,-,Hayır,-,7,Rihanoglu emlaktan kiralık  atatürk cd 1200 tl,-,130m,1200.0,2019-02-02 00:00:00,Sinan Mahallesi',-,Muratpaşa,6711212,-,-,-,130m
2773,-,Hayır,-,3,Antalya kepez gündoğdu mahallesi 90m2 balkonlu zemin 550tl,-,80m,550.0,2019-02-02 00:00:00,Gündoğdu Mahallesi',-,Kepez,6837616,550 TRY,-,-,90m
2774,-,Hayır,-,4,Antalya muratpaşa varlık mahallesi balkonlu zemin 90m2 750tl,-,80m,750.0,2019-02-02 00:00:00,Varlık Mahallesi',-,Muratpaşa,6947565,750 TRY,-,-,90m
2775,-,Hayır,-,4,Konyaaltı konaklarda kiralık 4+1 ara kat doğalgazlı daire,-,200m,3000.0,2019-02-02 00:00:00,Molla Yusuf Mahallesi',-,Konyaaltı,6951853,6000 TRY,-,-,240m
2776,-,Hayır,Sobalı,3,Huzur emlaktan cayyazı selale yolu uzerınde temız genıs ferah 3+1,3+1,130m,600.0,2019-02-02 00:00:00,Çayyazı Mahallesi',1,Manavgat,6944402,-,11-20,3. Kat,140m
2777,-,Hayır,-,5,Alanya kestel de sosyal aktiviteli 2+1 kiralık daire,-,90m,2500.0,2019-02-02 00:00:00,Kestel Mahallesi',-,Alanya,6934272,2500 TRY,-,-,100m
